concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";229,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";28153,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";19006,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";38916,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10865,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";21811,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";296219,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";31002,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1453,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";31047,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";220,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";23557,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";16727,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";36159,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5631,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";20841,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";225686,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";26812,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1299,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";31238,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";175,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";22659,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";14829,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";39242,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";3134,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";21158,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";208169,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";24273,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1244,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";30490,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";175,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";21342,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";14269,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";40405,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2680,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";20108,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";181847,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";21862,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";1106,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";27100,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";170,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";19455,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";12512,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";25543,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2628,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";12411,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";180287,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";21926,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";1085,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";25906,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";154,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";18953,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";12551,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";24847,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4194,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";12032,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";205442,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";24987,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1258,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";26775,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";178,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";19889,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";12450,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";23749,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3797,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";11693,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";778987,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";63264,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1728,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";37520,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";220,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";20133,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";14940,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";22462,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";23311,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";11590,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";356442,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";36798,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1357,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";38003,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";217,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";26286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";22927,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";37994,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9773,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";20100,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";231019,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";29749,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1157,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";32444,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";192,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";22160,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";19949,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";34518,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5167,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";17934,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";167860,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";23974,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1047,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";33952,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";165,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";22763,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";18549,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";35537,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2600,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";15874,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";159323,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";22645,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1030,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";33407,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";152,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";23440,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";17434,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";33167,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2379,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";14448,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";137434,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";19935,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";902,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";28675,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";153,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";17667,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";15097,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";28497,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2341,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";12099,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";136653,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";20023,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";827,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";27249,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";120,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";17229,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";14696,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";27525,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3943,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";11699,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";166823,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";22688,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1138,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";28350,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";184,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";17431,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";14973,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";27122,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3665,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";11473,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";762300,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 2";"Comercial";61595,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1499,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 4";"Comercial";37424,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";168,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 6";"Comercial";19692,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 7";"Comercial";13513,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 8";"Comercial";24467,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";22724,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"1 Sul (Mairiporã)";"N/I";"Outros";"Comercial";16899,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";317639,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";37701,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1175,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";33491,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";166,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";26531,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";18956,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";39569,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9078,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";23328,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";194542,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";28842,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1006,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";28538,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";161,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";22325,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";16468,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";36755,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4400,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";22028,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";132708,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";24794,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";906,00
