concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";10989,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";31461,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";27247,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10175,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";11461,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";225149,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";22717,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1057,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";41576,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";98,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";10237,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";29001,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";26253,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5886,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";11344,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";171186,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";18782,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1048,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";43990,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";95,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";10831,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";29640,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";28428,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2512,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";12081,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";157038,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";16380,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1047,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";42368,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";102,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10827,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";28077,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";28116,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2281,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";11670,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";135578,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";14797,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";943,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";37162,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";103,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";10483,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";24971,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";21066,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2170,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";7504,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";140196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";16072,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";944,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";38829,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";101,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";10243,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";25663,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";21564,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";2967,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";7758,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";159024,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";17223,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";991,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";38083,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";111,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";10061,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";25239,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";20956,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3497,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";7617,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";663894,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";51170,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1249,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";53266,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";76,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";7825,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";29125,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";21309,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";18041,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";8084,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";261599,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";27655,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1043,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";47366,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";94,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";11639,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";31875,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";27384,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9310,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";10225,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";179266,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";23649,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";916,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";43222,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";93,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";10255,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";29471,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";25946,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5336,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10846,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";132737,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";19439,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";970,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";45780,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";98,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";10814,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";29772,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";27996,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2091,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11615,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";123826,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";17243,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";940,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";44259,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";94,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10872,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";27930,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";27639,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";1968,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";10729,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";108406,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";15583,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";845,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";39772,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";99,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";10456,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";25363,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";22726,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";1880,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";7198,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";116131,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";16773,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";888,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";41074,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";98,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";10436,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";25911,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";22766,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";2732,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";7229,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";139597,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";18163,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";978,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";40491,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";106,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";10225,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";25725,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";22472,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3462,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";7173,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";664555,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 2";"Comercial";50689,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1319,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 4";"Comercial";51850,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";68,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 6";"Comercial";8117,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 7";"Comercial";28182,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 8";"Comercial";21056,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";21442,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Outros";"Comercial";7755,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";261589,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";25432,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1000,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";43898,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";86,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";10514,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";31729,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";27936,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";11642,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";11421,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";170194,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";21471,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";787,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";39775,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";82,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";9812,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";28973,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";26942,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";6349,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";11249,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";119602,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";17764,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";810,00
