concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";24210,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";16816,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";22946,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9705,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";9559,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";275774,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";26742,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1237,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";29859,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";144,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";21211,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";15628,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";22316,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4919,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";9457,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";210493,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";23541,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1163,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";31363,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";149,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";20288,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";15449,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";25430,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";3009,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";9982,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";193193,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";21340,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1098,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";30442,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";146,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";19336,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";14419,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";27481,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2696,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";10173,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";168219,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";19030,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";971,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";26181,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";160,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";17484,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";12053,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";18570,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2563,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";5906,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";169303,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";19733,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";919,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";25644,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";126,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";17122,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";12095,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";17388,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4403,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";5571,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";195841,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";21455,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1147,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";26351,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";164,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";17959,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";11856,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";17698,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3898,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";5754,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";756863,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";57155,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1585,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";39094,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";19750,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";15257,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";15171,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";21375,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";5294,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";319075,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";29533,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1156,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";34145,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";146,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";21813,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";19569,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";23218,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";8642,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";7757,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";217760,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";25032,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1042,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";31391,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";137,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";19286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";18085,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";22295,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4505,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";7647,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";159841,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";21183,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1133,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";33324,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";168,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";20445,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";17898,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";23901,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2532,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";7175,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";150715,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";19541,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";946,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";33279,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";135,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";21346,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";16679,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";23732,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2456,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";6318,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";130709,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";17607,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";824,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";28660,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";137,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";16031,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";14363,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";19569,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2382,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";5254,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";135110,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";17253,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";888,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";27455,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";143,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";15623,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";14233,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";19410,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4277,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";5195,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";166959,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";21224,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1077,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";28582,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";165,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";15772,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";14751,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";17876,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";4046,00
"AUTOPISTA FERNÃO DIAS";"01/01/2017";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";4580,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";729215,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 2";"Comercial";56532,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1458,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 4";"Comercial";38818,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";342,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 6";"Comercial";19431,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 7";"Comercial";14602,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 8";"Comercial";14968,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";23346,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"1 Sul (Mairiporã)";"N/I";"Outros";"Comercial";6896,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";280528,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";29279,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1050,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";30591,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";149,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";23230,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";16976,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";23745,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10211,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";9899,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";178817,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";24455,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";853,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";27632,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";131,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";20280,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";15871,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";23467,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4756,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10003,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";123343,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";21791,00
"AUTOPISTA FERNÃO DIAS";"01/02/2017";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";806,00
