concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";15340,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";978,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";38668,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";107,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";11060,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";25035,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";24033,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2181,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6897,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";155322,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";15150,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";887,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";37961,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";88,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";11731,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";24327,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";24041,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";2736,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6836,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";177006,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";17742,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";961,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";39422,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";98,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";11813,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";24843,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";24421,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3076,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6898,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";686077,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";55230,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1252,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";60535,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";55,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";10176,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";30030,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";23362,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";17977,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";7875,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";291197,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";28934,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1050,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";48601,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";85,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";13267,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";32521,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";31298,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9775,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";10002,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";199121,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";24527,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";900,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";44053,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";75,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";11801,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";29766,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";29414,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5183,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10845,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";148433,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";19986,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";993,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";46930,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";92,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";12422,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";29633,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";32113,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2257,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11513,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";138001,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";17993,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";992,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";46184,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";99,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";12444,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";28241,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";32414,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";1963,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";10876,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";119390,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";15964,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";830,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";40670,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";104,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";11283,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";25873,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";25329,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";1963,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6937,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";125178,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";15970,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";811,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";39933,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";91,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";11550,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";25372,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";25483,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";2538,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6624,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";151258,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";18611,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";845,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";41173,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";95,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";11475,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";25842,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";25950,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3037,00
"AUTOPISTA FERNÃO DIAS";"01/01/2013";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6742,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";646592,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 2";"Comercial";53902,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1235,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 4";"Comercial";54304,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";66,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 6";"Comercial";9387,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 7";"Comercial";27603,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 8";"Comercial";20468,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";18876,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"1 Sul (Mairiporã)";"N/I";"Outros";"Comercial";6183,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";265976,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";25310,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";944,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";41436,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";63,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";10949,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";29369,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";28579,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10153,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";9823,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";174075,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";21107,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";757,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";36853,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";53,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";9730,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";26827,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";27392,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4987,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10025,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";122929,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";16692,00
"AUTOPISTA FERNÃO DIAS";"01/02/2013";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";802,00
