concessionaria;mes_ano;sentido;praca;tipo_cobranca;categoria;tipo_de_veiculo;volume_total
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";14302,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";1082,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";34022,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";148,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";9366,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";19170,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";25127,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2663,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6740,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";179479,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";14163,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";1073,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";33039,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";129,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";9261,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";18975,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";24376,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4030,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6454,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";206066,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";16449,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1227,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";34302,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";160,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";9276,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";19136,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";24584,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3818,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6407,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";805750,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";51814,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1461,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";53056,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";117,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";9242,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";23396,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";23789,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";24524,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";8158,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";326406,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";26663,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1172,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";41628,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";177,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";10574,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";26755,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";33250,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10214,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";9682,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";220784,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";22595,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1072,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";38120,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";155,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";9136,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";24063,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";31486,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";6144,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10751,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";162978,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";18143,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1130,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";40825,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";151,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";10717,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";22985,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";33239,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2586,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11171,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";150007,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";16167,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1141,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";40312,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";149,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10198,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";21942,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";35137,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2269,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";10745,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";131007,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";14597,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";892,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";35641,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";138,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";9113,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";19945,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";28002,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2390,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6729,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";135696,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";14615,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";899,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";34345,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";130,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";8977,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";19498,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";26810,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3508,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6639,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";165616,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";17078,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1085,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";35552,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";141,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";9449,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";19676,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";27032,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3599,00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";5985,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";720531,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 2";"Comercial";51252,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1196,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 4";"Comercial";48137,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";115,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 6";"Comercial";8952,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 7";"Comercial";22302,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 8";"Comercial";20369,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";20607,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"1 Sul (Mairiporã)";"N/I";"Outros";"Comercial";6349,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";291267,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";23796,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";937,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";35957,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";155,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";9478,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";24996,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";31153,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9211,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";9313,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";192383,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";19898,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";804,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";32057,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";131,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";8501,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";22172,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";29685,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4766,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";9730,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";133356,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";15339,00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";868,00
